"Cusip","Cusip.A"
"80874YAM","bd264b7c"
"80874YAN","3bb239d2"
"80874YAQ","c932899c"
"80874YAR","4fa6fb32"
"80874YAT","99ff182f"
"80874YAU","52a3cb8a"
"80874YAV","d437b924"
"80874YAW","1f6b6a81"
"80927GAH","9af0d197"
"80927GAJ","d738709c"
"809337AA","a3812bfd"
"810186AB","8ff765c7"
"810186AF","146627d1"
"810186AG","df3af474"
"810186AH","2e6c46a1"
"810186AJ","63a4e7aa"
"810186AK","a8f8340f"
"810186AL","b5fd04b7"
"810186AM","7ea1d712"
"810186AN","f835a5bc"
"810186AP","c1e9c657"
"810187AA","c5c917f7"
"811054AG","421ca0a0"
"811371AA","1964de5c"
"811371AD","49a94fef"
"811371AH","3e6b8f94"
"811371AK","b8fffd3a"
"811371AN","e8326c89"
"81169PAB","ad5a1c01"
"81169PAD","7b03ff1c"
"81170RAC","674215bc"
"811804AC","80cde70d"
"811804AD","9dc8d7b5"
"811804AE","56940410"
"81180RAA","db81ef3a"
"81180RAB","5d159d94"
"81180RAD","8b4c7e89"
"81180RAE","4010ad2c"
"81180VAA","5fcbe1c0"
"81180WAA","9361e15e"
"81180WAB","15f593f0"
"81180WAC","dea94055"
"81180WAD","c3ac70ed"
"81180WAE","8f0a348"
"81180WAF","8e64d1e6"
"81180WAG","45380243"
"811904AG","f49ece25"
"811904AK","835c0e5e"
"812007AC","8477c61b"
"812007AD","9972f6a3"
"812007AE","522e2506"
"81211KAJ","a03e6c71"
"81211KAK","6b62bfd4"
"81211KAN","3baf2e67"
"81211KAP","2734d8c"
"81211KAQ","c92f9e29"
"81211KAR","4fbbec87"
"81211KAS","84e73f22"
"81211KAU","52bedc3f"
"81211KAV","d42aae91"
"81211KAW","1f767d34"
"81211KAX","ee20cfe1"
"812139AA","a7a22d9"
"812141AE","266f16b3"
"812141AF","a0fb641d"
"812141AH","9af1056d"
"812141AL","160477b"
"812141AN","4ca8e670"
"812141AP","7574859b"
"812350AC","2f12314e"
"812350AE","f94bd253"
"812350AF","7fdfa0fd"
"812404AT","1dc053a1"
"812404AV","5008f2aa"
"812404BF","6236eaac"
"812404BG","a96a3909"
"812404BH","583c8bdc"
"812404BK","dea8f972"
"81517NAA","d838fedf"
"81517NAC","95f05fd4"
"816074AD","c345ef0b"
"816074AE","8193cae"
"816074AF","8e8d4e00"
"816074AG","45d19da5"
"816074AH","b4872f70"
"816074AJ","f94f8e7b"
"816196AC","bb656862"
"816196AD","a66058da"
"816196AF","eba8f9d1"
"816196AG","20f42a74"
"816196AJ","9c6a39aa"
"816196AN","7fb7bbc"
"816196AQ","f57bcbf2"
"816196AR","73efb95c"
"816591AE","6e12221c"
"81662TAA","4eaeb0b"
"81663AAA","27cac007"
"81663AAB","a15eb2a9"
"81663AAC","6a02610c"
"81663AAD","770751b4"
"81663AAE","bc5b8211"
"81663AAF","3acff0bf"
"816661AA","c10d14d8"
"816661AB","47996676"
"816661AC","8cc5b5d3"
"816752AC","d405e5cb"
"81683RAB","4da3b4d2"
"81683RAC","86ff6777"
"81683RAJ","a1f036bf"
"81683RAQ","c8e1c4e7"
"817082AA","4bd0672e"
"817082AC","618c625"
"817082AE","d0412538"
"817082AF","56d55796"
"81721MAA","96f68274"
"81721MAB","1062f0da"
"81721MAE","d67c062"
"81725WAA","2661fe9b"
"81725WAC","6ba95f90"
"81725WAF","3b64ce23"
"81725WAG","f0381d86"
"81725WAH","16eaf53"
"81725WAJ","4ca60e58"
"81727HAA","ad0cf59a"
"81727HAB","2b988734"
"81727TAA","8618d1fe"
"817320AD","2721c07d"
"817320AF","6ae96176"
"817320AG","a1b5b2d3"
"817320AH","50e30006"
"817320AL","cb724210"
"817320AM","2e91b5"
"817320AP","bf6680f0"
"817320AR","f2ae21fb"
"817320AT","24f7c2e6"
"817492AC","1888721c"
"817492AD","58d42a4"
"81753FAA","7b6addd"
"817565AE","f46f3cf7"
"817565AG","b9a79dfc"
"817565AK","ce655d87"
"817565AL","d3606d3f"
"817565AM","183cbe9a"
"817565AN","9ea8cc34"
"817565AP","a774afdf"
"817565AR","eabc0ed4"
"817565AT","3ce5edc9"
"817565AV","712d4cc2"
"817565AX","4b272db2"
"817565AY","807bfe17"
"817565BA","5e16647c"
"817565BD","edbf5cf"
"817565BF","431354c4"
"817565BG","884f8761"
"817565BJ","34d194bf"
"817565BK","ff8d471a"
"817565BM","29d4a407"
"817565BN","af40d6a9"
"817565BQ","5dc066e7"
"817565BR","db541449"
"817565BT","d0df754"
"817565BU","c65124f1"
"817565BV","40c5565f"
"817565BW","8b9985fa"
"817565BX","7acf372f"
"817565BZ","37079624"
"817565CA","f8616fc8"
"817565CB","7ef51d66"
"817565CD","a8acfe7b"
"817587AC","a8d10305"
"817587AD","b5d433bd"
"817609AB","26e8db89"
"81760NAC","4b2190a5"
"81760NAE","9d7873b8"
"81760NAL","ba772270"
"81760NAN","f7bf837b"
"81760NAR","83ab419b"
"81760NAS","48f7923e"
"817610AA","a848a64f"
"81763TAA","d21f2088"
"81763TAC","9fd78183"
"81783QAA","84361e5f"
"81783QAB","2a26cf1"
"81783QAC","c9febf54"
"81787RAB","d1c13a1e"
"81787RAC","1a9de9bb"
"818097AA","87b389cf"
"818097AB","127fb61"
"818149AA","8cb41794"
"818149AB","a20653a"
"819204AA","60e4378a"
"81948QAB","c8bd39a4"
"820280AD","368e6ae"
"820280AF","4ea047a5"
"82028KAC","ef575bd0"
"82028KAG","74c619c6"
"82028KAH","8590ab13"
"82088KAA","b5bd6a12"
"82088KAB","332918bc"
"82088KAC","f875cb19"
"82088KAD","e570fba1"
"82088LAA","bf78630b"
"82088NAA","fd5d6476"
"821266AE","71738de"
"823777AA","f9121c90"
"823777AE","62835e86"
"823777AF","e4172c28"
"823777AH","de1d4d58"
"82454XAB","620e2552"
"82459AAA","76219aab"
"82459AAC","3be93ba0"
"824689AA","f5d8bfce"
"824689AC","b8101ec5"
"824911AA","7b9549ad"
"824911AB","fd013b03"
"824911AC","365de8a6"
"824911AD","2b58d81e"
"825095AG","afc5f258"
"825390AB","5cdfd68c"
"825390AC","97830529"
"825391AB","9075d612"
"825871AA","26c384d9"
"826166AA","5e8ad448"
"826166AB","d81ea6e6"
"82633AAA","b67dd9b3"
"826418AY","26cde001"
"826418BA","f8a07a6a"
"826418BB","7e3408c4"
"826418BC","b568db61"
"826418BD","a86debd9"
"826418BE","6331387c"
"826428AC","bd0dfd39"
"826428AG","269cbf2f"
"826428AH","d7ca0dfa"
"826428AM","87079c49"
"826428AN","193eee7"
"826549AA","a0b74e18"
"82660CAA","2bfc294f"
"82668BAD","c431a7a"
"826700AA","e6e1d402"
"82671AAA","9160514f"
"827047AC","df52e9a5"
"827048AB","cd2e28ac"
"827048AC","672fb09"
"827048AF","56bf6aba"
"827048AJ","217daac1"
"827048AK","ea217964"
"827048AL","f72449dc"
"827048AM","3c789a79"
"827048AN","baece8d7"
"827048AP","83308b3c"
"827048AQ","486c5899"
"827048AR","cef82a37"
"827048AT","18a1c92a"
"827048AU","d3fd1a8f"
"828326AA","55e57e7f"
"82845LAA","eec88597"
"828690AA","f7f62261"
"828709AD","fb15759c"
"828709AE","3049a639"
"828709AF","b6ddd497"
"828709AH","8cd7b5e7"
"828709AK","a43c749"
"828732AA","cf3fc4bc"
"828732AB","49abb612"
"82873LAA","76e5471e"
"82873LAB","f07135b0"
"82881PAC","cfc4b17a"
"829226AA","7ba9ca81"
"829226AB","fd3db82f"
"829226AE","e0388897"
"829226AF","66acfa39"
"829226AL","c737d95f"
"829226AM","c6b0afa"
"829226AN","8aff7854"
"829226AQ","787fc81a"
"829259AA","c6e8b5e4"
"829259AD","96252457"
"829259AG","10b156f9"
"829259AH","e1e7e42c"
"829259AK","67739682"
"829259AM","b12a759f"
"829259AN","37be0731"
"829259AP","e6264da"
"829259AQ","c53eb77f"
"829259AR","43aac5d1"
"829259AU","5eaff569"
"829259AW","13675462"
"82930FAA","16cd18a9"
"82934HAA","5eab5b97"
"82934HAC","1363fa9c"
"82934HAF","43ae6b2f"
"82966UAH","56c5cd67"
"82966UAK","d051bfc9"
"82967NAA","4760a591"
"82967NAD","17ad3422"
"82967NAG","9139468c"
"82967NAJ","2da75552"
"82967NAL","fbfeb64f"
"82967NAN","b6361744"
"82967NAQ","44b6a70a"
"82967NAS","97e0601"
"82967NAU","df27e51c"
"82967NAW","92ef4417"
"82967NAY","a8e52567"
"82967NBA","7688bf0c"
"82977RAA","83b6eacb"
"829809AE","cc2274"
"829809AF","865850da"
"82980KAB","f3bc8421"
"829903AC","a897b69f"
"83001AAA","accc1a"
"83001AAB","8638beb4"
"83001AAC","4d646d11"
"83001LAB","1d3dab65"
"83001PAB","36298f01"
"83001PAD","e0706c1c"
"83001PAE","2b2cbfb9"
"83001PAF","adb8cd17"
"83001PAG","66e41eb2"
"83001PAH","97b2ac67"
"83001PAK","1126dec9"
"83001WAB","3cec8618"
"830146AA","36c7ae2"
"83066RAA","9be7e75c"
"83066RAC","d62f4657"
"83084LAA","c2e9dc70"
"831258AB","adb06afe"
"832248AC","e875cb19"
"832248AF","b8b85aaa"
"832248AG","73e4890f"
"832248AH","82b23bda"
"832248AK","4264974"
"832248AM","d27faa69"
"832248AN","54ebd8c7"
"832248AQ","a66b6889"
"832248AS","eba3c982"
"832248AU","3dfa2a9f"
"832248AV","bb6e5831"
"832388AA","ac4bf238"
"832724AA","6721cd93"
"832724AB","e1b5bf3d"
"83272AAA","83915267"
"83272AAC","ce59f36c"
"83272TAC","fa02cc23"
"833312AB","d632f5c5"
"833482AC","53118b42"
"83404DAA","b202f4b3"
"834090AA","6b578c8e"
"834092AA","29728bf3"
"834182AF","cccec436"
"834182AN","209d465b"
"83418XAA","90e048fd"
"83418XAB","16743a53"
"83422AAA","8d0d5360"
"834260AA","b01b9362"
"834260AB","368fe1cc"
"83427BAA","491511cc"
"83427BAB","cf816362"
"834376AB","8599736"
"834376AC","c3054493"
"834376AF","93c8d520"
"834376AK","2f56c6fe"
"834376AL","3253f646"
"835415AE","cb9b1d5e"
"835415AF","4d0f6ff0"
"835415AG","8653bc55"
"835415AH","77050e80"
"835415AJ","3acdaf8b"
"83545GAB","6507ea07"
"83545GAD","b35e091a"
"83545GAF","fe96a811"
"83545GAG","35ca7bb4"
"83545GAR","66d1e89c"
"83545GAT","b0880b81"
"83545GAU","7bd4d824"
"83545GAV","fd40aa8a"
"83545GAW","361c792f"
"83545GAX","c74acbfa"
"83545GAY","c16185f"
"83545GBC","9fb3233f"
"83577TAA","d4663de4"
"83577UAA","18cc3d7a"
"835834AA","a86a97de"
"835898AA","6aeb080f"
"835898AD","3a2699bc"
"835898AE","f17a4a19"
"835898AF","77ee38b7"
"835898AG","bcb2eb12"
"83614KAA","dc8c34e0"
"839521AA","815948e"
"839521AC","45dd3585"
"841297AJ","a6fe0a4"
"842400DC","4dc237cf"
"842400DF","1d0fa67c"
"842400DG","d65375d9"
"842400DH","2705c70c"
"842400DJ","6acd6607"
"842400DK","a191b5a2"
"842400DX","24d3c597"
"842400EB","20e9efde"
"842400EE","3decdf66"
"842400EF","bb78adc8"
"842400EP","6ef74c4e"
"842400EQ","a5ab9feb"
"84265VAA","ad4852d"
"84265VAB","8c40f783"
"842815AA","179543ca"
"842815AC","5a5de2c1"
"842875AC","29479b4b"
"84302RAA","266f4999"
"843452AW","4e81c517"
"843452AX","bfd777c2"
"843452AY","748ba467"
"843452AZ","f21fd6c9"
"843452BA","aae63e0c"
"843452BB","2c724ca2"
"843452BC","e72e9f07"
"84345PAA","9c08357"
"84345PAB","8f54f1f9"
"843611AA","4c98a243"
"843611AB","ca0cd0ed"
"843830AA","b00dbae8"
"843830AB","3699c846"
"843830AC","fdc51be3"
"843830AD","e0c02b5b"
"843830AF","ad088a50"
"843877AD","b7e9734e"
"843877AF","fa21d245"
"843877AJ","8de3123e"
"844030AH","adeebe57"
"844436AR","c0273657"
"844436AT","167ed54a"
"84522BAC","fb5cc3c7"
"845467AB","8442aedd"
"845467AD","521b4dc0"
"845467AE","99479e65"
"845467AH","25d98dbb"
"845467AJ","68112cb0"
"845467AK","a34dff15"
"845467AL","be48cfad"
"845467AM","75141c08"
"845467AN","f3806ea6"
"84610FAC","233538b9"
"84610FAE","f56cdba4"
"84611WAB","4f03ceea"
"846425AH","a3f2bdcb"
"846425AK","2566cf65"
"846425AN","75ab5ed6"
"84649PAA","9ea3dc01"
"84649PAH","b9ac8dc9"
"84649PAJ","f4642cc2"
"847409AC","71e2af01"
"847497AB","397d8cd"
"847498AC","11eb19c4"
"847499AC","dd41195a"
"847499AD","c04429e2"
"847499AF","8d8c88e9"
"847504AC","525d1ee"
"847514AE","c40726b0"
"847514AF","4293541e"
"847514AN","aec0d673"
"84760TAB","f5a519f3"
"84760TAE","e8a0294b"
"84760TAH","543e3a95"
"84760TAJ","19f69b9e"
"84760TAN","8267d988"
"84761MAA","7be551e"
"84761MAB","812a27b0"
"84762LAA","f2996945"
"84762LAB","740d1beb"
"84762LAE","69082b53"
"84762LAF","ef9c59fd"
"84762LAG","24c08a58"
"84762LAH","d596388d"
"84762LAJ","985e9986"
"84762LAL","4e077a9b"
"84762LAN","3cfdb90"
"84762LAQ","f14f6bde"
"84762LAR","77db1970"
"84762LAS","bc87cad5"
"84762LAT","a182fa6d"
"84762LAU","6ade29c8"
"84763BAA","f0686f34"
"84763BAC","bda0ce3f"
"847788AH","87604647"
"847788AJ","caa8e74c"
"847788AK","1f434e9"
"847788AL","1cf10451"
"847788AM","d7add7f4"
"847788AN","5139a55a"
"847788AP","68e5c6b1"
"847788AQ","a3b91514"
"847788AR","252d67ba"
"847788AS","ee71b41f"
"847788AT","f37484a7"
"847791AA","a85b18e7"
"847792AA","26d41f04"
"848239AA","9b41b64e"
"84842PAA","4e8069da"
"84842PAC","348c8d1"
"84917PAC","6e78991a"
"851783AB","881ff5b"
"85205TAA","de4abe78"
"85205TAB","58deccd6"
"85205TAC","93821f73"
"85205TAD","8e872fcb"
"85205TAE","45dbfc6e"
"85205TAF","c34f8ec0"
"852060AD","e3abbd4f"
"852060AG","653fcfe1"
"852060AJ","d9a1dc3f"
"852060AS","fd788f6c"
"852060AT","e07dbfd4"
"852061AA","7fcc2c62"
"852061AD","2f01bdd1"
"852061AF","62c91cda"
"852061AH","58c37daa"
"852061AK","de570f04"
"852061AM","80eec19"
"852061AN","8e9a9eb7"
"852061AP","b746fd5c"
"852061AQ","7c1a2ef9"
"852061AR","fa8e5c57"
"852061AS","31d28ff2"
"85207FAA","ce22a0a8"
"85207FAB","48b6d206"
"85207UAA","3c169660"
"85207UAB","ba82e4ce"
"85207UAE","a787d476"
"85207UAF","2113a6d8"
"85207UAG","ea4f757d"
"85207UAH","1b19c7a8"
"85207UAJ","56d166a3"
"85207UAK","9d8db506"
"85224CAB","3d2e309a"
"852278AA","730df337"
"85234XAA","75a90477"
"85255BAA","82b74d90"
"852591AA","465c28f7"
"85259TAA","de578628"
"85259TAB","58c3f486"
"852861AB","ea8f1e38"
"852862AA","e2946b75"
"852862AB","640019db"
"852863AA","2e3e6beb"
"852863AB","a8aa1945"
"853019AA","9c685de"
"853019AC","440e24d5"
"853258AE","7e44667"
"853258AF","817034c9"
"853496AA","62d59510"
"853496AB","e441e7be"
"853496AC","2f1d341b"
"853496AD","321804a3"
"85375CAA","8b6642f3"
"85375CAB","df2305d"
"85375CAD","dbabd340"
"85375CAH","ac69133b"
"85375CAJ","e1a1b230"
"85375CAK","2afd6195"
"85375CAL","37f8512d"
"85375CAM","fca48288"
"85375CAN","7a30f026"
"85375CAP","43ec93cd"
"85375CAQ","88b04068"
"85375CAR","e2432c6"
"85375CAS","c578e163"
"85375CAT","d87dd1db"
"85375CAW","5ee9a375"
"85375CAX","afbf11a0"
"85375CAY","64e3c205"
"85375CBA","ba8e586e"
"85375CBB","3c1a2ac0"
"85375CBD","ea43c9dd"
"85375CBE","211f1a78"
"853766AA","565be1c2"
"85414AAA","fa1d3409"
"85422PAA","d221c735"
"854631AA","d0f0d329"
"854631AB","5664a187"
"854921AD","664d0d54"
"855030AE","4b5b3e26"
"855030AM","a708bc4b"
"85512QAA","3432a368"
"85512QAC","79fa0263"
"85512QAE","afa3e17e"
"85512QAF","293793d0"
"85512QAH","133df2a0"
"855151AB","62c1cb4"
"85529VAA","57958faf"
"85571BAE","69049b34"
"85571BAG","24cc3a3f"
"85571BAJ","985229e1"
"85571BAL","4e0bcafc"
"85571BAM","85571959"
"85571NAA","a53acc6d"
"85571NAB","23aebec3"
"85571NAC","e8f26d66"
"85572NAA","9cb7f0a8"
"85590AAC","38605b3a"
"85590AAD","25656b82"
"85590AAE","ee39b827"
"85590AAF","68adca89"
"85590AAK","d433d957"
"85590AAL","c936e9ef"
"85590AAM","26a3a4a"
"85590AAN","84fe48e4"
"857555AB","d3e10bf5"
"857555AE","cee43b4d"
"857555AH","727a2893"
"857555AK","f4ee5a3d"
"857555AM","22b7b920"
"857555AN","a423cb8e"
"857555AP","9dffa865"
"857555AQ","56a37bc0"
"857555AR","d037096e"
"857689AA","18a23040"
"857689AC","556a914b"
"857689AF","5a700f8"
"857689AH","3fad6188"
"857689AK","b9391326"
"857689AM","6f60f03b"
"857689AQ","1b7432db"
"857689AR","9de04075"
"857689AS","56bc93d0"
"857689AT","4bb9a368"
"857689AU","80e570cd"
"857689AV","6710263"
"857689AW","cd2dd1c6"
"857689AY","f727b0b6"
"857689AZ","71b3c218"
"857689BA","294a2add"
"857691AA","dc3c3fb6"
"857691AB","5aa84d18"
"857691AC","91f49ebd"
"857691AD","8cf1ae05"
"857691AF","c1390f0e"
"85771TAA","102d584f"
"85771TAC","5de5f944"
"85771TAD","40e0c9fc"
"85771TAE","8bbc1a59"
"85771TAH","37220987"
"85771TAJ","7aeaa88c"
"858057AA","628141a4"
"858057AC","2f49e0af"
"85805RAA","fa8aef7b"
"858119AA","c52569a4"
"858119AB","43b11b0a"
"858119AE","5eb42bb2"
"858119AF","d820591c"
"858119AG","137c8ab9"
"858119AH","e22a386c"
"858119AJ","afe29967"
"858119AK","64be4ac2"
"858119AL","79bb7a7a"
"858119AN","3473db71"
"858119AQ","c6f36b3f"
"858119AR","40671991"
"858119AS","8b3bca34"
"858119AT","963efa8c"
"858119AU","5d622929"
"858119AV","dbf65b87"
"858119AY","2aa0e952"
"858119AZ","ac349bfc"
"858119BA","f4cd7339"
"858119BB","72590197"
"858119BC","b905d232"
"858119BD","a400e28a"
"858119BE","6f5c312f"
"858119BF","e9c84381"
"858119BG","22949024"
"858119BH","d3c222f1"
"858155AB","49f25f49"
"858155AC","82ae8cec"
"858155AD","9fabbc54"
"858495AB","49ef6719"
"858495AC","82b3b4bc"
"858577AA","aa5ea266"
"858577AC","e796036d"
"858577AE","31cfe070"
"858577AF","b75b92de"
"858577AH","8d51f3ae"
"858577AM","dd9c621d"
"858577AP","62d47358"
"858577AR","2f1cd253"
"858579AA","bfd4b054"
"85858EAA","9b92fb5a"
"858903AB","d6dd5375"
"858903AE","cbd863cd"
"858903AH","77467013"
"858903AJ","3a8ed118"
"858903AL","ecd73205"
"858912AC","c650940d"
"85916EAB","1da12ddc"
"85917DAA","40e44baf"
"85917NAA","d1245767"
"86024TAA","e2361137"
"860340AA","5955d448"
"860340AC","149d7543"
"860370AA","60d8e88d"
"860370AD","3015793e"
"860370AE","fb49aa9b"
"860370AF","7dddd835"
"860370AL","dc46fb53"
"860370AM","171a28f6"
"861589AD","3c730243"
"861589AF","71bba348"
"861589AH","4bb1c238"
"861589AJ","6796333"
"861589AK","cd25b096"
"861589AN","9de82125"
"861589AP","a43442ce"
"861589AS","22a03060"
"861589AT","3fa500d8"
"861589AW","b9317276"
"861589AX","4867c0a3"
"861589AY","833b1306"
"861589AZ","5af61a8"
"86158KAC","cf03a416"
"861594AA","e0c09262"
"861594AB","6654e0cc"
"861598AA","b76f872d"
"861642AC","711f66ba"
"861642AE","a74685a7"
"861642AF","21d2f709"
"861642AG","ea8e24ac"
"861642AK","9d4ce4d7"
"861642AM","4b1507ca"
"86183PAC","99799c06"
"86183PAD","847cacbe"
"86183PAE","4f207f1b"
"86184BAA","8e4e6692"
"86184BAB","8da143c"
"86184FAA","a046868"
"86184FAB","8c901ac6"
"86184VAB","f02b2bed"
"862099AA","40e2af6"
"86210MAA","6f7568f9"
"86210MAB","e9e11a57"
"86210MAC","22bdc9f2"
"862926AA","a36e8d4d"
"862926AB","25faffe3"
"86317AAC","d0fd6eb4"
"86317QAA","e18efe94"
"86317QAB","671a8c3a"
"86323MAA","7c4130ff"
"86323MAB","fad54251"
"86332GAA","1538534a"
"863689AC","922d3039"
"863905AC","8f51dce3"
"864486AA","2b0b4620"
"864486AB","ad9f348e"
"864486AC","66c3e72b"
"864486AD","7bc6d793"
"864486AE","b09a0436"
"864486AF","360e7698"
"864486AG","fd52a53d"
"864486AH","c0417e8"
"864486AJ","41ccb6e3"
"864486AK","8a906546"
"865033AA","29dba923"
"865033AB","af4fdb8d"
"865033AC","64130828"
"865301AD","e989b82b"
"865911AA","b91dad12"
"866142AA","f730c94b"
"86614RAA","27db69f0"
"86614RAB","a14f1b5e"
"86614RAC","6a13c8fb"
"86614RAD","7716f843"
"86614RAF","3ade5948"
"86614RAG","f1828aed"
"86614RAH","d43838"
"86614RAJ","4d1c9933"
"86614RAK","86404a96"
"86614RAL","9b457a2e"
"86614WAA","6f3b6794"
"86614WAB","e9af153a"
"86614WAC","22f3c69f"
"86614WAD","3ff6f627"
"866768AC","8d02c49"
"866768AD","15d51cf1"
"866768AG","93416e5f"
"866768AH","6217dc8a"
"866809AE","9032edcd"
"86680WAA","cec21d52"
"86680WAB","48566ffc"
"866810AE","9806e2a5"
"866810AF","1e92900b"
"866860AA","67f6cd7a"
"86686QAA","7bb76d5f"
"866933AJ","26eb142b"
"866933AK","edb7c78e"
"866933AM","3bee2493"
"866950AA","b1b99a81"
"866950AB","372de82f"
"867015AC","d4e690e8"
"86722AAA","8c4c4271"
"86722AAC","c184e37a"
"86723CAA","d912514f"
"86723CAC","94daf044"
"86723CAD","89dfc0fc"
"86723CAE","42831359"
"86723CAF","c41761f7"
"867363AD","80da7f1d"
"867363AE","4b86acb8"
"867363AF","cd12de16"
"867363AH","f718bf66"
"867363AK","718ccdc8"
"867363AL","6c89fd70"
"867363AM","a7d52ed5"
"867363AN","21415c7b"
"867363AP","189d3f90"
"867363AR","55559e9b"
"867363AS","9e094d3e"
"867363AU","4850ae23"
"867363AV","cec4dc8d"
"867363AX","f4cebdfd"
"86737NAA","f0397eac"
"86764PAC","b640b3f"
"86764PAD","16613b87"
"86764PAE","dd3de822"
"86765LAA","7ac39a13"
"86765LAB","fc57e8bd"
"86765LAC","370b3b18"
"86765LAD","2a0e0ba0"
"86765LAF","67c6aaab"
"86765LAG","ac9a790e"
"86765LAH","5dcccbdb"
"86765LAJ","10046ad0"
"86765LAK","db58b975"
"86765LAL","c65d89cd"
"86765LAM","d015a68"
"86765LAN","8b9528c6"
"86800HAA","2af85527"
"86800HAB","ac6c2789"
"86815WAA","2a3658d1"
"86815WAB","aca22a7f"
"86815WAD","7afbc962"
"86828LAA","119f29f8"
"868536AJ","2641d1c7"
"868536AR","c9c45131"
"868536AS","2988294"
"868536AT","1f9db22c"
"868536AU","d4c16189"
"868536AV","52551327"
"868536AW","9909c082"
"86881LAA","aa1e0f6a"
"86881RAA","c32f2c73"
"86881RAB","45bb5edd"
"86881WAA","8bcf2217"
"869137AC","581ff2b"
"869137AE","d3d81c36"
"869137AF","554c6e98"
"869237AA","a37ee523"
"869237AB","25ea978d"
"869237AD","f3b37490"
"869237AE","38efa735"
"86960FAA","f3e2e892"
"870426AA","9559f353"
"870426AB","13cd81fd"
"870700AC","db3fc85a"
"870700AD","c63af8e2"
"870700AG","40ae8a4c"
"870738AC","3157ef2a"
"870738AD","2c52df92"
"870738AE","e70e0c37"
"870738AF","619a7e99"
"870738AG","aac6ad3c"
"870738AH","5b901fe9"
"870738AK","dd046d47"
"870738AL","c0015dff"
"870755AA","9480227a"
"870755AB","121450d4"
"870757AB","503157a9"
"870906AA","4e515065"
"871142AA","45ae90a7"
"871142AB","c33ae209"
"871503AH","fa0c3087"
"871503AK","7c984229"
"871503AU","454421c2"
"871507AB","dfdd1d1b"
"871507AE","c2d82da3"
"871507AG","8f108ca8"
"87157EAA","d35d9491"
"87157EAC","9e95359a"
"87158XAA","eb5a7fba"
"87158XAD","bb97ee09"
"87160JAA","852b50f7"
"87163FAA","eb09797d"
"87163KAA","700c6cac"
"87163KAB","f6981e02"
"87166MAA","fcf42064"
"871824AA","ccecb60"
"871914AB","5c15ee35"
"871914AE","4110de8d"
"871965AA","724af1cc"
"87216VAA","a61b7061"
"87217AAA","c71e5c10"
"872216AC","b46ea71b"
"872287AA","99afb0d5"
"872287AB","1f3bc27b"
"872287AC","d46711de"
"872287AD","c9622166"
"872287AE","23ef2c3"
"872287AF","84aa806d"
"872287AG","4ff653c8"
"872287AK","383493b3"
"872287AL","2531a30b"
"87228RAK","a03f3d6c"
"87228TAA","c7cb178d"
"872298AE","cc65f42c"
"872298AF","4af18682"
"872375AC","a639b24c"
"872375AF","f6f423ff"
"872375AG","3da8f05a"
"872375AJ","8136e384"
"872375AK","4a6a3021"
"872375AN","1aa7a192"
"872375AP","237bc279"
"872384AC","b52a7d03"
"87238CAB","d8e3362f"
"87238CAC","13bfe58a"
"872402AC","2a41cde5"
"872402AD","3744fd5d"
"872402AE","fc182ef8"
"872402AG","b1d08ff3"
"872402AH","40863d26"
"872402AK","c6124f88"
"87240TAA","710dc5d2"
"87240TAC","3cc564d9"
"87243QAA","60f773"
"87243QAB","86f485dd"
"87243QAC","4da85678"
"87243VAA","aa5fe6a"
"872456AA","a954275b"
"87248NAA","27ae4a29"
"87248NAC","6a66eb22"
"87248NAE","bc3f083f"
"872541AB","ddbc2391"
"87255MAA","b7acc1a3"
"87255MAD","e7615010"
"87258JAB","cab25d43"
"872594AB","6413caa2"
"87261QAA","2a630fc8"
"87261QAB","acf77d66"
"87263GAA","be411fe2"
"87263GAB","38d56d4c"
"87264AAA","1c4f7bac"
"87264AAB","9adb0902"
"87264AAC","5187daa7"
"87264AAD","4c82ea1f"
"87264AAE","87de39ba"
"87264AAF","14a4b14"
"87264AAG","ca1698b1"
"87264AAH","3b402a64"
"87264AAJ","76888b6f"
"87264AAK","bdd458ca"
"87264AAL","a0d16872"
"87264AAM","6b8dbbd7"
"87264AAN","ed19c979"
"87264AAP","d4c5aa92"
"87264AAQ","1f997937"
"87264AAR","990d0b99"
"87264AAS","5251d83c"
"87264AAT","4f54e884"
"87264AAU","84083b21"
"87264AAV","29c498f"
"87264LAA","874a6e7d"
"87264LAB","1de1cd3"
"87264MAA","4be06ee3"
"87264MAB","cd741c4d"
"87264MAE","d0712cf5"
"87264MAJ","21279e20"
"87264MAK","ea7b4d85"
"87264QAA","60f44a87"
"87264QAE","fb650891"
"87264QAG","b6ada99a"
"87264QAM","17368afc"
"87265HAE","8fea36d2"
"87265HAF","97e447c"
"87266LAA","a9bc46fb"
"87287VAA","4d754fe8"
"87287VAB","cbe13d46"
"872962AA","e16d9ed4"
"872962AB","67f9ec7a"
"872962AC","aca53fdf"
"872962AD","b1a00f67"
"872962AE","7afcdcc2"
"87305RAH","129fa768"
"873071AC","8cad875"
"87307QAC","d82178ce"
"87311XAA","167ed05a"
"87311XAB","90eaa2f4"
"87311XAC","5bb67151"
"87311XAD","46b341e9"
"87311XAE","8def924c"
"87311XAF","b7be0e2"
"87311XAG","c0273347"
"87311XAH","31718192"
"873168AC","ef3cbc23"
"873168AF","bff12d90"
"873168AH","85fb4ce0"
"873168AJ","c833edeb"
"873168AK","36f3e4e"
